,cod_cliente,primeiro_nome_x,ultimo_nome_x,email_x,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento_x,endereco_x,cep_x,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,primeiro_nome_y,ultimo_nome_y,email_y,cpf,data_nascimento_y,endereco_y,cep_y,cod_agencia,nome,endereco,cidade,uf,data_abertura,tipo_agencia
41,70,Enrico,Melo,pedro-henriqueviana@example.org,PF,2021-02-18 15:23:00 UTC,418.962.035-15,1988-11-08,"Esplanada Rezende, 82 Vila Minaslandia 86011416 Fernandes / SC",37988-526,1860.0,29.0,2011-08-19 07:03:50 UTC,0.0212,70038.2122950465,84072.66,14034.447704953503,2368.388387091524,47.0,0.0,Em análise,Juan,Barbosa,cavalcantithomas@example.org,403.527.198-50,1967-10-09,"Favela de Cunha, 84 Jardim América 28360-153 da Costa do Campo / RJ",42832-180,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
42,70,Enrico,Melo,pedro-henriqueviana@example.org,PF,2021-02-18 15:23:00 UTC,418.962.035-15,1988-11-08,"Esplanada Rezende, 82 Vila Minaslandia 86011416 Fernandes / SC",37988-526,193.0,54.0,2012-07-29 08:37:02 UTC,0.0098,27901.21643969553,44423.37,16522.15356030447,743.6707327814468,47.0,4.0,Em análise,João Gabriel,Sales,emanuella17@example.net,784.290.531-23,1985-04-23,"Ladeira de Viana, 1 Conjunto Capitão Eduardo 97321062 Dias / BA",16683185,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
43,226,Isabella,Melo,vramos@example.com,PF,2017-01-14 11:27:00 UTC,716.452.809-85,1952-10-01,"Viela Theo Ramos, 14 Paquetá 59350-231 Pereira da Serra / SC",16954952,1426.0,38.0,2014-05-22 23:34:37 UTC,0.0157,203774.3122047008,243811.26,40036.9477952992,4675.6323504657275,74.0,6.0,Aprovada,Luigi,Moraes,camposgiovanna@example.org,761.038.529-86,1981-02-15,"Condomínio Mirella da Conceição, 19 Petropolis 14916934 Lopes / PE",83417203,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
44,226,Isabella,Melo,vramos@example.com,PF,2017-01-14 11:27:00 UTC,716.452.809-85,1952-10-01,"Viela Theo Ramos, 14 Paquetá 59350-231 Pereira da Serra / SC",16954952,1394.0,85.0,2014-11-24 06:58:17 UTC,0.0128,24700.40619183988,42190.52,17490.11380816012,613.1261658530294,57.0,0.0,Em análise,Pedro Lucas,Rocha,pauloribeiro@example.org,305.687.219-77,1991-12-07,"Fazenda Pedro Miguel Vieira, 714 São Salvador 88997-693 Viana da Mata / RR",12941395,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
45,239,Bernardo,Melo,maria-alice61@example.net,PF,2017-02-25 16:31:00 UTC,327.459.861-55,1979-04-26,"Fazenda Gomes, 81 Cidade Jardim Taquaril 81318-214 da Rocha do Galho / PE",51092202,1216.0,40.0,2019-08-14 14:15:14 UTC,0.0187,77700.32065498606,137032.72,59332.39934501393,2028.4590128735133,68.0,2.0,Validação documentos,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
46,265,Heitor,Melo,vitor-gabrielmonteiro@example.com,PF,2019-06-05 11:17:00 UTC,598.067.321-03,1989-10-25,"Vila Gonçalves, 11 Pousada Santo Antonio 46466-651 Ferreira / GO",96975888,361.0,48.0,2016-10-29 01:44:48 UTC,0.0189,100862.14318089036,153122.88,52260.73681910964,7363.936270434342,16.0,3.0,Validação documentos,Pietra,da Mota,ianviana@example.net,452.389.017-04,1978-11-16,Trevo Bruno Azevedo Engenho Nogueira 17313-814 Porto de Goiás / RN,71636-333,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
47,366,Pedro,Melo,arthurvieira@example.com,PF,2014-06-06 15:19:00 UTC,809.461.527-30,1978-03-21,"Lago de Barros, 8 Sport Club 21887406 Monteiro das Flores / GO",73739-486,917.0,99.0,2012-07-13 15:53:52 UTC,0.0161,54342.752774220986,97311.34,42968.58722577901,1379.1224375940674,63.0,4.0,Enviada,Fernando,Costela,osilveira@example.net,492.758.103-97,1963-11-24,"Praça de Duarte, 5 Santa Rosa 84418424 Cardoso de Carvalho / RO",15164977,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
48,366,Pedro,Melo,arthurvieira@example.com,PF,2014-06-06 15:19:00 UTC,809.461.527-30,1978-03-21,"Lago de Barros, 8 Sport Club 21887406 Monteiro das Flores / GO",73739-486,1716.0,84.0,2014-06-28 05:06:57 UTC,0.0155,32782.294753468654,60601.82,27819.52524653135,605.1687678559875,119.0,4.0,Validação documentos,Pietro,Souza,diogo68@example.org,136.078.249-40,1985-03-31,"Sítio Pereira, 2 Baleia 52815-925 da Cruz / PB",92408-486,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
49,467,Gustavo Henrique,Melo,da-cunhabrenda@example.com,PF,2018-02-26 12:52:00 UTC,532.709.841-97,1999-10-12,"Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",50832-820,867.0,21.0,2013-11-13 21:05:12 UTC,0.01,79939.93656353759,159313.51,79373.57343646242,2386.2889006045625,41.0,3.0,Aprovada,Rafaela,Correia,vitor-hugosales@example.org,390.752.168-40,1973-03-24,"Chácara de Barbosa, 29 Engenho Nogueira 03345703 Cunha do Oeste / SP",03927-555,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
50,467,Gustavo Henrique,Melo,da-cunhabrenda@example.com,PF,2018-02-26 12:52:00 UTC,532.709.841-97,1999-10-12,"Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",50832-820,1414.0,79.0,2019-11-21 06:54:43 UTC,0.018,77389.428109867,125685.43,48296.001890132975,5609.836228635649,16.0,5.0,Em análise,Pietro,da Mata,luiza18@example.net,241.395.068-06,1973-04-24,Passarela de Peixoto Distrito Industrial Do Jatoba 34288-743 da Mata Paulista / AM,04555518,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
51,467,Gustavo Henrique,Melo,da-cunhabrenda@example.com,PF,2018-02-26 12:52:00 UTC,532.709.841-97,1999-10-12,"Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",50832-820,409.0,49.0,2014-07-11 01:42:45 UTC,0.0096,35554.279881169874,60545.37,24991.090118830125,1454.1416336149434,28.0,2.0,Validação documentos,Pietra,Caldeira,gustavo-henriquecastro@example.com,725.083.916-03,1977-08-06,"Travessa Laura Monteiro, 7 Grota 92672446 Porto / AL",36084-897,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
52,467,Gustavo Henrique,Melo,da-cunhabrenda@example.com,PF,2018-02-26 12:52:00 UTC,532.709.841-97,1999-10-12,"Colônia de Ribeiro, 720 Ademar Maldonado 84104-262 Pereira / ES",50832-820,1789.0,69.0,2013-12-07 08:40:25 UTC,0.0185,119494.47527653494,172453.13,52958.65472346506,3200.9665410704106,64.0,1.0,Validação documentos,Helena,Castro,caldeiragiovanna@example.org,714.309.582-60,1986-10-05,"Trevo de Cavalcanti, 9 Renascença 86582782 Lima do Campo / RJ",26544-466,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
53,602,Thomas,Melo,mda-rocha@example.net,PF,2018-10-24 13:07:00 UTC,549.671.082-02,1991-08-25,"Vila de Pereira, 48 Mantiqueira 16617426 Cardoso / BA",77360-182,912.0,34.0,2017-08-03 20:08:25 UTC,0.0206,5554.133271793991,8454.51,2900.3767282060094,175.0394163063748,52.0,6.0,Enviada,Daniela,Fernandes,rezendemarcela@example.org,627.401.395-43,1996-07-22,"Feira de Melo, 95 Bom Jesus 02499-885 Jesus / PE",73390-636,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
54,602,Thomas,Melo,mda-rocha@example.net,PF,2018-10-24 13:07:00 UTC,549.671.082-02,1991-08-25,"Vila de Pereira, 48 Mantiqueira 16617426 Cardoso / BA",77360-182,1850.0,20.0,2012-10-14 21:55:11 UTC,0.0158,11526.102758476613,22325.93,10799.82724152339,223.16490128754825,108.0,4.0,Em análise,Alice,Aragão,pedro-henrique82@example.com,495.278.610-20,1964-09-19,"Núcleo Emanuella Jesus, 621 Vila Jardim Montanhes 66803663 Pires do Campo / RR",23821831,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
55,602,Thomas,Melo,mda-rocha@example.net,PF,2018-10-24 13:07:00 UTC,549.671.082-02,1991-08-25,"Vila de Pereira, 48 Mantiqueira 16617426 Cardoso / BA",77360-182,161.0,81.0,2015-03-29 02:21:30 UTC,0.0214,170214.62086851778,210891.78,40677.15913148222,3954.160160011152,120.0,0.0,Em análise,Benício,Farias,maria91@example.com,059.817.632-21,1976-05-08,"Avenida Melo, 40 Estrela Do Oriente 56389266 da Luz do Oeste / AM",52447-374,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
56,691,Raquel,Melo,thiago84@example.net,PF,2020-07-15 16:46:00 UTC,874.351.602-53,1978-08-21,Sítio Enzo Fernandes Madre Gertrudes 07858527 da Cruz Verde / AP,51214338,995.0,37.0,2015-10-06 21:20:05 UTC,0.0171,38630.93420049339,75077.5,36446.56579950661,950.7225533465528,70.0,0.0,Aprovada,João Lucas,Santos,araujoana-vitoria@example.net,813.769.540-01,1981-07-04,Condomínio Araújo Vera Cruz 78170-346 da Paz da Serra / SE,75795-729,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
57,691,Raquel,Melo,thiago84@example.net,PF,2020-07-15 16:46:00 UTC,874.351.602-53,1978-08-21,Sítio Enzo Fernandes Madre Gertrudes 07858527 da Cruz Verde / AP,51214338,1316.0,37.0,2021-06-29 02:13:08 UTC,0.0159,32267.975349795583,44016.38,11748.404650204411,660.6831102012617,95.0,4.0,Aprovada,João Lucas,Santos,araujoana-vitoria@example.net,813.769.540-01,1981-07-04,Condomínio Araújo Vera Cruz 78170-346 da Paz da Serra / SE,75795-729,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
58,691,Raquel,Melo,thiago84@example.net,PF,2020-07-15 16:46:00 UTC,874.351.602-53,1978-08-21,Sítio Enzo Fernandes Madre Gertrudes 07858527 da Cruz Verde / AP,51214338,654.0,70.0,2012-04-18 02:12:19 UTC,0.0232,55878.025364551846,95783.77,39905.74463544816,2067.5429651531504,43.0,5.0,Aprovada,Paulo,Cavalcanti,silveiraalicia@example.net,805.124.379-04,1966-08-18,"Rodovia Igor Moura, 41 Atila De Paiva 22036-616 Pereira / SC",79567620,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
59,783,Nicole,Melo,ericknogueira@example.com,PF,2015-09-21 11:35:00 UTC,602.143.987-22,1968-07-13,"Sítio Teixeira, 99 Conjunto Jatoba 48852-845 Correia de Goiás / PI",49990438,44.0,68.0,2010-08-29 02:38:52 UTC,0.0125,161718.06868494707,215887.8,54169.73131505293,10618.446243802808,17.0,1.0,Validação documentos,João Miguel,Souza,icarvalho@example.com,627.134.095-43,1962-10-14,"Passarela Natália da Rosa, 24 São Pedro 65884-698 Rocha da Praia / PI",98839-500,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
60,786,Luna,Melo,oliveiradavi@example.net,PF,2019-01-21 14:29:00 UTC,125.386.974-09,1959-05-16,"Morro Kaique Fogaça, 5 Barão Homem De Melo 2ª Seção 99410668 Fernandes / RN",84504002,1870.0,40.0,2021-07-04 20:22:20 UTC,0.0236,67383.1533024392,99727.99,32344.836697560808,2849.9905208082487,35.0,2.0,Enviada,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
61,792,Levi,Melo,da-cunhajoao-guilherme@example.net,PF,2018-12-08 12:54:00 UTC,061.947.285-58,1977-01-11,"Vereda Vieira, 835 Baleia 98810617 Oliveira da Prata / BA",63158375,1970.0,54.0,2022-06-27 23:01:44 UTC,0.01,9634.795292402527,18831.94,9197.144707597472,180.01804959593875,77.0,1.0,Aprovada,João Gabriel,Sales,emanuella17@example.net,784.290.531-23,1985-04-23,"Ladeira de Viana, 1 Conjunto Capitão Eduardo 97321062 Dias / BA",16683185,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
62,792,Levi,Melo,da-cunhajoao-guilherme@example.net,PF,2018-12-08 12:54:00 UTC,061.947.285-58,1977-01-11,"Vereda Vieira, 835 Baleia 98810617 Oliveira da Prata / BA",63158375,720.0,65.0,2013-09-08 07:06:22 UTC,0.0152,160577.9606872507,202934.93,42356.96931274928,4805.866124190952,47.0,4.0,Validação documentos,Sabrina,Silva,luiz-gustavo49@example.org,652.307.918-02,1990-02-15,"Lago Costela, 31 Conjunto Santa Maria 75957-012 Azevedo / PE",75913-235,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
63,811,Yuri,Melo,mouralivia@example.com,PF,2018-08-06 11:04:00 UTC,943.162.708-69,1972-11-13,"Estrada Nicole Moraes, 36 Vila Petropolis 83982453 Alves / TO",69025958,253.0,68.0,2022-02-21 06:15:50 UTC,0.0144,92743.1799859289,113289.3,20546.1200140711,6531.271219564166,16.0,5.0,Aprovada,João Miguel,Souza,icarvalho@example.com,627.134.095-43,1962-10-14,"Passarela Natália da Rosa, 24 São Pedro 65884-698 Rocha da Praia / PI",98839-500,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
64,811,Yuri,Melo,mouralivia@example.com,PF,2018-08-06 11:04:00 UTC,943.162.708-69,1972-11-13,"Estrada Nicole Moraes, 36 Vila Petropolis 83982453 Alves / TO",69025958,1318.0,27.0,2019-03-01 10:32:37 UTC,0.0217,159992.40222369033,204814.51,44822.10777630969,10365.292191162447,19.0,3.0,Em análise,Marcela,da Conceição,mcosta@example.com,139.467.025-70,1963-05-14,"Avenida de Campos, 513 Tres Marias 67624232 Correia / AM",66423556,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
65,834,Luna,Melo,caldeiranicolas@example.com,PF,2015-03-25 14:02:00 UTC,416.287.395-09,1967-09-20,"Vila Fernandes, 242 Vila Satélite 62724113 Fernandes da Mata / RJ",05254-597,1873.0,44.0,2011-07-16 08:55:50 UTC,0.0115,27968.994299982027,42190.42,14221.425700017971,2328.61295170697,13.0,6.0,Em análise,Bruno,da Paz,wmoura@example.org,534.062.971-61,1997-10-30,"Alameda de Aragão, 5 Monte Azul 28055-168 Jesus / SC",64363-566,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
66,834,Luna,Melo,caldeiranicolas@example.com,PF,2015-03-25 14:02:00 UTC,416.287.395-09,1967-09-20,"Vila Fernandes, 242 Vila Satélite 62724113 Fernandes da Mata / RJ",05254-597,1381.0,65.0,2016-12-18 15:50:43 UTC,0.0136,136971.80169419004,162117.27,25145.468305809936,2398.2438218540265,111.0,1.0,Em análise,Sabrina,Silva,luiz-gustavo49@example.org,652.307.918-02,1990-02-15,"Lago Costela, 31 Conjunto Santa Maria 75957-012 Azevedo / PE",75913-235,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
67,834,Luna,Melo,caldeiranicolas@example.com,PF,2015-03-25 14:02:00 UTC,416.287.395-09,1967-09-20,"Vila Fernandes, 242 Vila Satélite 62724113 Fernandes da Mata / RJ",05254-597,1708.0,71.0,2020-04-25 16:06:35 UTC,0.0085,204394.41225358512,249758.68,45364.26774641486,16673.977633550563,13.0,1.0,Em análise,Gabriela,Cardoso,arthur02@example.net,385.049.162-51,1967-07-13,"Colônia Thomas Viana, 918 Marajó 70771-248 Duarte / RJ",08566439,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
68,834,Luna,Melo,caldeiranicolas@example.com,PF,2015-03-25 14:02:00 UTC,416.287.395-09,1967-09-20,"Vila Fernandes, 242 Vila Satélite 62724113 Fernandes da Mata / RJ",05254-597,261.0,89.0,2016-01-25 13:09:28 UTC,0.015,149379.27969628118,205863.25,56483.97030371881,7209.559979969017,25.0,3.0,Em análise,Camila,Cardoso,silveiradaniela@example.org,461.203.589-51,1965-10-21,"Rodovia de Nogueira, 37 União 95858-378 das Neves / AM",65408-812,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
69,911,Daniel,Melo,nicole57@example.com,PF,2011-09-22 12:17:00 UTC,576.184.902-01,1984-03-23,"Vale Antônio Lima, 4 São João 47295-375 Nunes / PA",04065275,920.0,52.0,2020-09-25 07:08:27 UTC,0.0103,42931.1949877028,73757.17,30825.975012297204,624.9053261044425,120.0,4.0,Enviada,Theo,Peixoto,ncosta@example.net,578.310.962-21,1991-10-10,"Fazenda Peixoto, 68 Marieta 3ª Seção 99059-719 Porto / SE",47431-701,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
70,911,Daniel,Melo,nicole57@example.com,PF,2011-09-22 12:17:00 UTC,576.184.902-01,1984-03-23,"Vale Antônio Lima, 4 São João 47295-375 Nunes / PA",04065275,604.0,21.0,2017-04-05 17:07:50 UTC,0.0095,111488.41720778689,156289.02,44800.60279221311,2542.122588140691,57.0,0.0,Em análise,Rafaela,Correia,vitor-hugosales@example.org,390.752.168-40,1973-03-24,"Chácara de Barbosa, 29 Engenho Nogueira 03345703 Cunha do Oeste / SP",03927-555,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
71,924,Melissa,Melo,samuelmonteiro@example.com,PF,2021-10-20 15:55:00 UTC,412.307.695-52,1988-07-08,Trecho Daniel Freitas Vila Dos Anjos 03780697 Nascimento / PB,47546-871,24.0,69.0,2015-09-02 00:42:44 UTC,0.0181,41488.45780825756,76889.12,35400.662191742435,1099.8893013695829,64.0,6.0,Aprovada,Helena,Castro,caldeiragiovanna@example.org,714.309.582-60,1986-10-05,"Trevo de Cavalcanti, 9 Renascença 86582782 Lima do Campo / RJ",26544-466,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
72,924,Melissa,Melo,samuelmonteiro@example.com,PF,2021-10-20 15:55:00 UTC,412.307.695-52,1988-07-08,Trecho Daniel Freitas Vila Dos Anjos 03780697 Nascimento / PB,47546-871,1428.0,11.0,2012-05-28 08:59:28 UTC,0.0245,24740.024913698704,39246.81,14506.785086301292,681.4380282911693,91.0,0.0,Em análise,Camila,Moreira,enzo-gabrielduarte@example.com,263.589.174-55,1970-03-30,"Lago Evelyn Teixeira, 7 Pantanal 68026-096 Carvalho / SP",92857-785,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
73,924,Melissa,Melo,samuelmonteiro@example.com,PF,2021-10-20 15:55:00 UTC,412.307.695-52,1988-07-08,Trecho Daniel Freitas Vila Dos Anjos 03780697 Nascimento / PB,47546-871,1676.0,43.0,2017-07-26 11:23:19 UTC,0.017,118131.86356680671,192952.64,74820.77643319328,3323.1603256723006,55.0,3.0,Validação documentos,Marcelo,Ramos,heitor34@example.org,279.438.056-74,1968-11-13,"Praia Daniela Nunes, 10 Vila Trinta E Um De Março 92370116 Silva Grande / AP",74002-728,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
75,56,Maria Luiza,Alves,souzasophie@example.org,PF,2022-09-21 14:40:00 UTC,428.691.053-98,1992-09-08,"Loteamento Campos, 6 Dona Clara 75778-811 Pires das Flores / SP",87868-132,1726.0,22.0,2014-05-24 22:58:13 UTC,0.0149,57910.76238685234,77127.49,19216.727613147665,3691.729610606256,18.0,4.0,Enviada,Davi Luiz,Sales,leticia48@example.org,192.058.346-70,1979-01-07,"Loteamento de Fogaça, 485 Vila Fumec 29814669 Gonçalves do Oeste / DF",60281-719,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
76,56,Maria Luiza,Alves,souzasophie@example.org,PF,2022-09-21 14:40:00 UTC,428.691.053-98,1992-09-08,"Loteamento Campos, 6 Dona Clara 75778-811 Pires das Flores / SP",87868-132,47.0,36.0,2021-12-31 11:29:02 UTC,0.0125,105484.7133077162,145685.49,40200.776692283805,1983.2380384023463,88.0,3.0,Em análise,Marcela,Rocha,henriqueda-luz@example.com,503.247.891-14,1963-07-16,"Ladeira de Porto, 9 Distrito Industrial Do Jatoba 71922-717 Lima de Souza / SE",42103-068,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
77,71,Luiza,Alves,sdias@example.com,PF,2013-12-14 13:59:00 UTC,578.962.410-30,1954-12-31,"Via Augusto Moura, 59 Vila Independencia 2ª Seção 01782369 Vieira Grande / AL",67750-393,204.0,71.0,2012-07-10 22:04:23 UTC,0.0247,40042.4037366029,75600.76,35558.35626339709,8611.559738796665,5.0,4.0,Enviada,Gabriela,Cardoso,arthur02@example.net,385.049.162-51,1967-07-13,"Colônia Thomas Viana, 918 Marajó 70771-248 Duarte / RJ",08566439,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
78,71,Luiza,Alves,sdias@example.com,PF,2013-12-14 13:59:00 UTC,578.962.410-30,1954-12-31,"Via Augusto Moura, 59 Vila Independencia 2ª Seção 01782369 Vieira Grande / AL",67750-393,714.0,90.0,2012-07-06 17:49:44 UTC,0.0242,100499.85761607188,188600.01,88100.15238392814,2931.7291369880595,74.0,4.0,Em análise,Cauê,Almeida,wcampos@example.org,176.084.239-78,1993-12-03,"Vale de Costa, 62 Acaiaca 71168-130 Gonçalves da Praia / MG",61301741,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
79,71,Luiza,Alves,sdias@example.com,PF,2013-12-14 13:59:00 UTC,578.962.410-30,1954-12-31,"Via Augusto Moura, 59 Vila Independencia 2ª Seção 01782369 Vieira Grande / AL",67750-393,1524.0,97.0,2014-11-15 02:36:18 UTC,0.0152,27295.898773082125,52005.89,24709.991226917875,530.5021273804498,101.0,5.0,Em análise,Nicolas,Cardoso,costajoao-miguel@example.net,897.605.341-93,1969-04-22,"Vereda Freitas, 46 Minas Brasil 80891-631 da Mata / CE",21980-775,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
